#date,checker,turbidity,ph,chlorine,temperature,conductivity
"20:00:00,","삼성동(삼성증압),",0.04,7.3,0.38,3.6,268.0
"21:00:00,",,0.04,7.2,0.39,4.5,275.0
"21:00:00,","방배,",0.05,7.3,0.37,3.8,249.0
"21:00:00,","일원,",0.04,7.2,0.38,5.6,259.0
"21:00:00,","우면산,",0.02,7.1,0.35,1.5,287.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.26,4.0,249.0
"21:00:00,","반포,",0.05,7.0,0.31,4.9,276.0
"21:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.8,247.0
"21:00:00,","반포동(자이A),",0.03,7.1,0.36,2.9,
"21:00:00,","방배동(청두공원),",,,,,
"21:00:00,","내곡,",0.04,7.1,0.28,7.6,248.0
"21:00:00,","우면동(품질시험소),",0.04,7.3,0.3,5.7,246.0
"21:00:00,","논현동(논현초교),",0.1,7.2,0.2,48.5,107.0
"21:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.0,234.0
"21:00:00,","삼성,",0.02,7.1,0.43,4.3,100.0
"21:00:00,","봉은,",0.05,7.1,0.38,6.3,249.0
"21:00:00,","수서,",0.02,7.1,0.35,4.3,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.2,252.0
"21:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.6,268.0
"22:00:00,","서초,",0.04,,0.39,4.4,275.0
"22:00:00,","방배,",0.05,7.3,0.38,3.8,250.0
"22:00:00,","일원,",0.04,7.2,0.34,5.6,258.0
,"우면산,",0.02,7.1,0.35,1.6,
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.25,,249.0
"22:00:00,","반포,",0.05,7.0,0.31,4.9,276.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.7,246.0
"22:00:00,","반포동(자이A),",0.03,7.1,0.41,2.3,226.0
"22:00:00,","방배동(청두공원),",,,,,
"22:00:00,","내곡,",0.04,7.1,0.3,7.5,249.0
"22:00:00,","우면동(품질시험소),",0.04,7.3,0.25,5.6,246.0
"22:00:00,","논현동(논현초교),",0.1,7.2,0.2,48.1,108.0
"22:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.9,234.0
"22:00:00,","삼성,",0.02,7.1,0.42,,100.0
"22:00:00,","봉은,",0.05,7.1,0.38,6.3,248.0
"22:00:00,","수서,",0.02,7.1,0.36,4.3,100.0
"22:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,2.1,251.0
"22:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.6,268.0
"23:00:00,",,0.04,7.2,0.4,4.5,275.0
"23:00:00,","방배,",0.05,7.3,0.38,3.8,250.0
"23:00:00,","일원,",0.04,7.2,0.33,5.6,258.0
"23:00:00,","우면산,",0.02,7.1,0.35,1.6,286.0
"23:00:00,","도곡동(강남수도),",0.05,,0.22,3.7,248.0
"23:00:00,","반포,",0.05,7.0,0.31,4.9,276.0
,"내곡동(연간단가),",0.05,7.3,0.35,4.6,246.0
"23:00:00,","반포동(자이A),",0.03,7.1,,2.3,226.0
"23:00:00,","방배동(청두공원),",,,,,
"23:00:00,","내곡,",0.04,7.1,0.29,,249.0
"23:00:00,","우면동(품질시험소),",0.04,7.3,0.27,5.5,248.0
"23:00:00,","논현동(논현초교),",0.1,7.2,0.2,46.7,110.0
"23:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.8,235.0
"23:00:00,","삼성,",0.02,7.1,0.43,4.3,100.0
"23:00:00,","봉은,",0.05,7.1,0.39,6.2,248.0
"23:00:00,","수서,",0.02,7.1,0.38,4.3,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.1,251.0
"23:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.6,267.0
"00:00:00,","서초,",0.04,7.2,0.4,4.3,276.0
"00:00:00,","방배,",0.05,7.3,0.38,3.8,250.0
"00:00:00,","일원,",0.04,7.2,0.31,5.6,258.0
"00:00:00,","우면산,",0.02,7.1,0.36,1.6,285.0
"00:00:00,","도곡동(강남수도),",0.05,7.1,0.24,3.6,248.0
"00:00:00,","반포,",0.05,7.0,0.31,4.9,277.0
"00:00:00,","내곡동(연간단가),",0.05,7.3,0.36,4.9,245.0
"00:00:00,","반포동(자이A),",0.03,7.0,0.41,2.4,226.0
"00:00:00,","방배동(청두공원),",,,,,
"00:00:00,","내곡,",0.04,7.1,0.26,7.4,249.0
"00:00:00,","우면동(품질시험소),",0.04,7.3,0.3,5.3,248.0
"00:00:00,","논현동(논현초교),",0.1,7.2,0.2,46.4,111.0
"00:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.7,236.0
"00:00:00,","삼성,",0.02,7.1,0.43,4.2,100.0
,"봉은,",0.05,7.1,0.39,6.2,247.0
"00:00:00,","수서,",0.02,7.1,0.4,4.2,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,2.1,249.0
"00:00:00,","삼성동(삼성증압),",0.04,7.2,0.39,3.6,267.0
"01:00:00,","서초,",0.04,7.2,0.4,4.2,276.0
"01:00:00,","방배,",,7.3,0.4,3.8,250.0
"01:00:00,","일원,",0.04,7.2,0.3,5.5,259.0
"01:00:00,","우면산,",0.02,7.1,0.36,1.6,285.0
"01:00:00,","도곡동(강남수도),",0.05,7.1,0.24,3.7,249.0
"01:00:00,","반포,",0.05,7.0,0.32,4.8,277.0
"01:00:00,","내곡동(연간단가),",0.05,7.3,0.34,4.9,
"01:00:00,","반포동(자이A),",0.03,7.0,0.4,2.6,226.0
"01:00:00,","방배동(청두공원),",,,,,
"01:00:00,","내곡,",0.04,7.1,0.29,7.4,249.0
"01:00:00,","우면동(품질시험소),",0.04,7.3,0.28,5.3,249.0
,"논현동(논현초교),",0.1,7.2,0.21,46.2,109.0
"01:00:00,","양재동(매헌초교),",,7.2,0.33,3.7,237.0
"01:00:00,","삼성,",0.02,7.1,0.42,4.2,100.0
"01:00:00,","봉은,",0.05,7.1,0.39,6.1,247.0
"01:00:00,","수서,",,7.1,,4.2,
"01:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,2.2,251.0
"01:00:00,","삼성동(삼성증압),",0.04,7.2,0.4,3.5,266.0
"02:00:00,","서초,",0.04,7.2,0.4,4.3,276.0
"02:00:00,","방배,",0.05,7.3,0.39,3.8,250.0
"02:00:00,","일원,",0.04,7.2,0.29,,259.0
"02:00:00,","우면산,",0.02,7.1,0.36,1.5,285.0
"02:00:00,","도곡동(강남수도),",0.05,7.1,0.26,3.6,
"02:00:00,","반포,",0.05,7.0,0.33,4.8,277.0
"02:00:00,","내곡동(연간단가),",0.05,7.3,0.34,4.7,244.0
"02:00:00,","반포동(자이A),",0.03,7.1,0.39,2.7,225.0
"02:00:00,","방배동(청두공원),",,,,,
"02:00:00,","내곡,",0.04,7.1,0.29,7.3,249.0
"02:00:00,","우면동(품질시험소),",0.04,7.3,0.31,5.2,
"02:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.8,109.0
"02:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.6,237.0
"02:00:00,","삼성,",0.02,7.0,0.42,4.2,100.0
"02:00:00,","봉은,",0.05,7.1,0.39,5.9,247.0
"02:00:00,","수서,",0.02,7.0,0.42,4.2,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,2.2,250.0
"02:00:00,","삼성동(삼성증압),",0.04,7.2,0.4,3.6,265.0
"03:00:00,","서초,",0.04,7.2,,4.3,276.0
"03:00:00,","방배,",0.05,7.3,0.39,3.7,
"03:00:00,","일원,",0.04,7.2,0.28,5.7,259.0
"03:00:00,","우면산,",0.02,7.1,0.35,1.5,285.0
"03:00:00,",,0.05,7.1,0.29,3.6,247.0
"03:00:00,","반포,",0.05,7.0,0.42,4.8,278.0
"03:00:00,","내곡동(연간단가),",0.05,7.3,0.38,5.0,245.0
"03:00:00,","반포동(자이A),",0.03,7.0,0.38,2.8,225.0
"03:00:00,","방배동(청두공원),",,,,,
"03:00:00,","내곡,",0.04,7.1,0.26,,249.0
"03:00:00,","우면동(품질시험소),",0.04,7.3,0.31,5.2,250.0
"03:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.2,111.0
"03:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.5,237.0
"03:00:00,","삼성,",0.02,7.1,0.42,4.4,100.0
"03:00:00,","봉은,",0.05,7.1,0.39,5.8,247.0
"03:00:00,","수서,",0.02,7.1,0.38,4.4,100.0
"03:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,2.1,249.0
"03:00:00,","삼성동(삼성증압),",0.04,7.2,0.4,3.6,264.0
"04:00:00,","서초,",0.04,7.2,0.39,4.3,276.0
"04:00:00,","방배,",0.05,7.3,0.38,3.7,
"04:00:00,","일원,",0.04,7.2,0.27,5.8,260.0
,"우면산,",0.02,7.1,0.35,1.5,286.0
"04:00:00,","도곡동(강남수도),",0.05,7.1,0.3,3.5,246.0
"04:00:00,","반포,",0.05,7.0,0.39,4.8,277.0
"04:00:00,",,0.05,7.3,0.34,5.0,244.0
"04:00:00,","반포동(자이A),",0.03,7.1,0.37,2.9,225.0
"04:00:00,","방배동(청두공원),",,,,,
"04:00:00,","내곡,",0.04,7.1,0.29,7.2,249.0
"04:00:00,","우면동(품질시험소),",0.04,7.3,0.28,5.2,250.0
"04:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.0,111.0
"04:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.5,
"04:00:00,","삼성,",0.02,7.0,0.42,4.6,100.0
"04:00:00,","봉은,",,7.1,0.39,5.6,247.0
"04:00:00,",,0.02,7.0,0.35,4.6,100.0
"04:00:00,","자곡동(자곡증압),",0.04,7.2,0.29,2.1,249.0
"04:00:00,","삼성동(삼성증압),",0.04,7.2,0.39,3.6,265.0
"05:00:00,","서초,",0.04,7.2,0.39,4.3,276.0
"05:00:00,","방배,",0.05,7.3,0.38,3.7,249.0
"05:00:00,","일원,",0.04,,0.26,5.9,261.0
"05:00:00,","우면산,",0.02,7.1,0.35,1.5,286.0
"05:00:00,","도곡동(강남수도),",0.05,7.1,0.3,3.5,246.0
"05:00:00,","반포,",0.05,7.0,0.38,4.9,277.0
"05:00:00,","내곡동(연간단가),",0.05,7.3,0.32,5.0,244.0
"05:00:00,","반포동(자이A),",0.03,7.1,0.36,2.9,225.0
"05:00:00,","방배동(청두공원),",,,,,
"05:00:00,","내곡,",0.04,7.1,0.3,7.2,250.0
"05:00:00,","우면동(품질시험소),",0.04,7.3,0.28,5.1,250.0
"05:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.2,108.0
,"양재동(매헌초교),",0.12,7.2,0.34,3.5,237.0
"05:00:00,","삼성,",0.02,7.1,0.41,4.6,100.0
"05:00:00,","봉은,",0.05,7.1,0.39,5.5,248.0
"05:00:00,","수서,",0.02,7.1,0.33,,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.2,0.29,2.2,249.0
"05:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.6,265.0
"06:00:00,","서초,",0.04,7.2,0.38,4.3,
"06:00:00,","방배,",0.05,7.3,0.36,3.7,250.0
"06:00:00,","일원,",0.04,7.2,0.27,5.9,262.0
"06:00:00,","우면산,",0.02,7.1,0.34,1.5,286.0
"06:00:00,","도곡동(강남수도),",0.05,7.1,0.3,3.4,
"06:00:00,","반포,",0.05,7.0,0.37,4.8,277.0
"06:00:00,","내곡동(연간단가),",0.05,7.3,0.31,5.1,244.0
"06:00:00,","반포동(자이A),",0.03,7.1,0.36,3.0,225.0
"06:00:00,","방배동(청두공원),",,,,,
"06:00:00,","내곡,",0.04,7.1,0.35,7.2,250.0
"06:00:00,","우면동(품질시험소),",0.04,7.3,0.27,5.1,250.0
"06:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.4,109.0
"06:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.5,237.0
"06:00:00,","삼성,",0.02,7.1,0.41,4.5,100.0
"06:00:00,","봉은,",0.05,7.1,0.38,5.4,248.0
"06:00:00,","수서,",0.02,7.1,0.35,4.5,100.0
"06:00:00,","자곡동(자곡증압),",0.04,,0.27,2.3,249.0
"06:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.6,264.0
"07:00:00,","서초,",0.04,7.2,0.38,,276.0
"07:00:00,","방배,",0.05,7.3,0.35,,250.0
"07:00:00,","일원,",0.04,7.2,0.29,5.8,262.0
"07:00:00,",,0.02,7.0,0.34,1.5,286.0
"07:00:00,","도곡동(강남수도),",0.05,7.1,0.29,3.4,246.0
"07:00:00,",,0.05,7.0,0.36,4.8,277.0
"07:00:00,","내곡동(연간단가),",0.05,7.3,0.29,5.1,244.0
"07:00:00,","반포동(자이A),",0.03,7.1,0.35,3.0,225.0
"07:00:00,","방배동(청두공원),",,,,,
"07:00:00,","내곡,",0.04,7.1,0.32,7.2,250.0
"07:00:00,","우면동(품질시험소),",0.04,7.3,0.26,5.0,250.0
"07:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.9,108.0
"07:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.5,236.0
"07:00:00,","삼성,",0.02,7.1,0.41,4.4,100.0
"07:00:00,","봉은,",0.05,7.0,,5.3,248.0
"07:00:00,","수서,",0.02,7.1,0.35,4.4,100.0
"07:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,2.2,249.0
"07:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.5,264.0
"08:00:00,","서초,",0.04,7.2,0.38,4.3,275.0
"08:00:00,","방배,",0.05,7.3,0.36,3.7,249.0
"08:00:00,","일원,",0.04,7.2,0.32,5.5,262.0
"08:00:00,","우면산,",0.02,7.0,0.33,1.5,287.0
"08:00:00,","도곡동(강남수도),",0.05,7.1,0.29,3.4,246.0
"08:00:00,","반포,",0.05,7.0,0.36,4.7,277.0
"08:00:00,","내곡동(연간단가),",0.05,7.3,0.24,5.2,244.0
,"반포동(자이A),",0.03,7.1,0.35,3.1,225.0
"08:00:00,","방배동(청두공원),",,,,,
"08:00:00,","내곡,",0.04,7.1,0.35,7.2,250.0
"08:00:00,","우면동(품질시험소),",0.04,7.3,0.28,4.9,250.0
"08:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.6,108.0
"08:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.4,236.0
"08:00:00,","삼성,",0.02,7.1,0.42,4.4,100.0
"08:00:00,","봉은,",0.05,7.0,0.36,5.3,249.0
"08:00:00,","수서,",0.02,7.1,0.36,,100.0
"08:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,2.2,
"08:00:00,","삼성동(삼성증압),",0.04,7.2,,3.4,264.0
"09:00:00,","서초,",0.04,7.2,0.38,4.4,275.0
"09:00:00,","방배,",0.05,7.3,0.37,3.7,249.0
"09:00:00,","일원,",0.04,7.2,0.36,5.5,
"09:00:00,",,0.02,7.0,0.33,1.5,287.0
"09:00:00,","도곡동(강남수도),",0.05,7.1,0.25,4.3,248.0
"09:00:00,","반포,",0.05,7.0,0.35,4.8,277.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.28,5.0,243.0
"09:00:00,","반포동(자이A),",0.03,7.1,0.33,3.2,225.0
"09:00:00,","방배동(청두공원),",,,,,
"09:00:00,","내곡,",0.04,7.1,0.35,7.3,250.0
"09:00:00,","우면동(품질시험소),",0.04,7.3,0.3,5.1,250.0
"09:00:00,","논현동(논현초교),",0.11,7.2,0.21,46.2,108.0
"09:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.4,238.0
"09:00:00,","삼성,",0.02,7.1,0.42,4.2,100.0
"09:00:00,","봉은,",0.05,7.0,0.36,5.4,249.0
"09:00:00,","수서,",0.02,7.1,0.37,4.2,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.2,0.28,2.4,249.0
"09:00:00,",,0.04,7.2,0.36,3.5,265.0
"10:00:00,","서초,",0.04,7.2,0.38,4.4,275.0
"10:00:00,","방배,",0.05,7.3,0.38,3.7,248.0
"10:00:00,","일원,",0.04,7.2,0.38,5.5,262.0
"10:00:00,","우면산,",0.02,7.0,0.33,1.5,287.0
"10:00:00,","도곡동(강남수도),",0.05,7.2,0.22,4.9,250.0
"10:00:00,","반포,",0.05,7.0,0.35,4.8,277.0
"10:00:00,","내곡동(연간단가),",0.05,7.2,0.27,5.0,243.0
"10:00:00,","반포동(자이A),",0.03,7.1,0.38,2.7,224.0
,"방배동(청두공원),",,,,,
"10:00:00,","내곡,",0.04,7.1,0.38,7.4,249.0
"10:00:00,","우면동(품질시험소),",0.04,7.3,0.29,5.3,249.0
"10:00:00,","논현동(논현초교),",0.11,7.2,0.2,45.0,111.0
"10:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.6,237.0
"10:00:00,","삼성,",0.02,7.1,0.42,4.2,100.0
"10:00:00,","봉은,",0.05,7.0,0.35,5.5,249.0
"10:00:00,","수서,",0.02,7.1,0.37,4.2,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.2,0.25,2.5,250.0
"10:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,,
"11:00:00,","서초,",,7.2,0.39,,274.0
"11:00:00,","방배,",0.05,7.3,0.4,3.9,247.0
"11:00:00,","일원,",0.04,7.2,0.39,5.4,263.0
"11:00:00,","우면산,",0.02,7.1,0.33,1.5,287.0
"11:00:00,","도곡동(강남수도),",0.05,7.2,0.22,5.0,249.0
"11:00:00,","반포,",0.05,7.0,0.34,4.9,276.0
"11:00:00,","내곡동(연간단가),",0.05,7.2,0.26,4.9,243.0
"11:00:00,","반포동(자이A),",0.03,7.1,0.41,2.4,224.0
"11:00:00,","방배동(청두공원),",,,,,
"11:00:00,","내곡,",0.04,7.1,0.37,7.5,249.0
"11:00:00,","우면동(품질시험소),",0.04,7.3,0.28,5.7,248.0
"11:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.9,106.0
"11:00:00,","양재동(매헌초교),",0.12,7.2,0.32,3.9,236.0
"11:00:00,","삼성,",0.02,7.0,0.42,4.2,100.0
"11:00:00,","봉은,",0.05,7.0,,5.6,248.0
"11:00:00,","수서,",0.02,7.0,0.37,4.2,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,2.7,251.0
"11:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,3.6,266.0
"12:00:00,","서초,",0.04,7.2,0.39,4.6,274.0
,"방배,",0.05,7.3,0.39,3.9,247.0
,"일원,",0.04,,0.43,5.4,263.0
"12:00:00,","우면산,",0.02,7.1,0.33,1.6,287.0
"12:00:00,","도곡동(강남수도),",0.05,7.2,0.22,4.8,249.0
"12:00:00,","반포,",0.05,7.0,0.33,4.9,276.0
"12:00:00,",,0.05,7.2,0.25,4.9,244.0
"12:00:00,","반포동(자이A),",0.03,7.0,,2.5,225.0
"12:00:00,","방배동(청두공원),",,,,,
"12:00:00,","내곡,",0.04,7.1,0.36,7.6,249.0
"12:00:00,","우면동(품질시험소),",0.04,7.3,0.3,6.1,247.0
"12:00:00,","논현동(논현초교),",0.11,7.2,0.21,48.1,107.0
"12:00:00,","양재동(매헌초교),",0.12,7.2,0.32,4.2,235.0
"12:00:00,","삼성,",0.02,7.1,0.41,4.1,100.0
"12:00:00,","봉은,",0.05,,0.37,5.7,
"12:00:00,","수서,",0.02,7.1,0.37,4.1,100.0
"12:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.8,252.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,3.8,266.0
"13:00:00,","서초,",0.04,7.2,0.39,4.6,273.0
"13:00:00,","방배,",0.05,7.3,0.39,4.0,247.0
,"일원,",0.04,7.2,0.44,5.4,264.0
"13:00:00,","우면산,",0.02,7.1,0.33,,287.0
"13:00:00,","도곡동(강남수도),",0.05,7.2,0.22,,249.0
"13:00:00,","반포,",0.05,,0.33,4.9,276.0
"13:00:00,","내곡동(연간단가),",0.05,7.2,0.3,4.8,244.0
"13:00:00,","반포동(자이A),",0.03,7.0,0.39,2.6,224.0
"13:00:00,","방배동(청두공원),",,,,,
"13:00:00,","내곡,",0.04,7.1,0.38,7.6,249.0
,"우면동(품질시험소),",0.04,7.3,0.29,6.4,245.0
"13:00:00,","논현동(논현초교),",0.11,7.2,0.21,43.9,112.0
"13:00:00,","양재동(매헌초교),",0.11,7.2,,4.7,232.0
"13:00:00,","삼성,",0.02,7.0,0.41,4.1,100.0
"13:00:00,","봉은,",0.05,7.0,0.37,,249.0
"13:00:00,","수서,",0.02,7.0,0.36,4.1,100.0
"13:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,2.8,252.0
"13:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,4.0,266.0
"14:00:00,","서초,",0.04,7.2,0.38,4.6,274.0
"14:00:00,","방배,",0.05,7.3,,4.0,247.0
"14:00:00,","일원,",0.04,7.2,0.43,5.4,264.0
"14:00:00,","우면산,",0.02,7.2,0.32,1.6,288.0
"14:00:00,","도곡동(강남수도),",0.05,7.2,0.21,4.9,249.0
"14:00:00,","반포,",0.05,7.0,0.33,4.9,275.0
"14:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.7,245.0
"14:00:00,",,0.03,7.1,0.39,2.7,224.0
"14:00:00,","방배동(청두공원),",,,,,
"14:00:00,","내곡,",0.04,7.1,0.36,7.3,249.0
"14:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.9,244.0
"14:00:00,","논현동(논현초교),",0.12,7.2,0.21,47.5,105.0
"14:00:00,","양재동(매헌초교),",0.11,7.2,0.32,5.2,230.0
"14:00:00,","삼성,",0.02,7.1,0.41,4.1,100.0
"14:00:00,","봉은,",0.05,7.0,0.37,5.8,250.0
"14:00:00,","수서,",0.02,7.1,0.36,4.1,100.0
"14:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,2.8,252.0
"14:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,4.0,266.0
"15:00:00,","서초,",0.04,7.2,0.38,4.8,274.0
"15:00:00,","방배,",0.05,7.3,0.37,4.0,247.0
"15:00:00,","일원,",0.04,7.2,0.44,5.4,265.0
"15:00:00,","우면산,",0.02,7.2,0.32,,
"15:00:00,","도곡동(강남수도),",0.05,7.2,0.23,5.1,248.0
"15:00:00,","반포,",0.05,7.0,0.32,5.0,275.0
"15:00:00,","내곡동(연간단가),",0.05,7.2,0.37,4.7,245.0
"15:00:00,","반포동(자이A),",0.03,7.1,0.37,2.8,224.0
"15:00:00,","방배동(청두공원),",,,,,
"15:00:00,","내곡,",0.04,7.1,0.35,7.3,250.0
"15:00:00,",,0.04,7.3,0.27,7.1,243.0
"15:00:00,","논현동(논현초교),",0.12,7.2,0.21,46.8,106.0
"15:00:00,","양재동(매헌초교),",0.11,7.2,0.32,5.6,229.0
"15:00:00,","삼성,",0.02,7.1,0.41,4.2,100.0
"15:00:00,","봉은,",0.05,,0.37,5.9,251.0
"15:00:00,","수서,",0.02,7.1,0.35,4.2,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,2.8,253.0
"15:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,3.9,266.0
"16:00:00,","서초,",0.04,,0.38,4.7,274.0
"16:00:00,","방배,",0.05,7.3,0.36,4.0,247.0
"16:00:00,","일원,",0.04,7.2,0.45,5.4,266.0
"16:00:00,","우면산,",0.02,7.2,0.34,1.6,290.0
"16:00:00,","도곡동(강남수도),",0.05,7.2,0.25,5.2,249.0
"16:00:00,","반포,",0.05,7.0,0.32,5.0,275.0
"16:00:00,","내곡동(연간단가),",0.05,7.2,,4.6,246.0
"16:00:00,","반포동(자이A),",0.03,7.1,0.37,2.9,224.0
"16:00:00,","방배동(청두공원),",,,,,
"16:00:00,","내곡,",0.04,7.1,0.35,7.6,249.0
"16:00:00,","우면동(품질시험소),",0.04,7.3,0.27,7.1,243.0
"16:00:00,","논현동(논현초교),",0.11,7.1,,46.7,108.0
"16:00:00,","양재동(매헌초교),",0.11,,0.32,5.6,228.0
"16:00:00,","삼성,",0.02,7.0,0.42,4.2,100.0
"16:00:00,","봉은,",0.05,7.0,0.37,5.9,253.0
"16:00:00,","수서,",0.02,7.0,0.35,4.2,100.0
"16:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,2.8,253.0
"16:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,3.9,268.0
"17:00:00,","서초,",0.04,7.2,0.37,4.6,274.0
"17:00:00,","방배,",0.05,7.3,0.36,4.1,248.0
"17:00:00,",,0.04,7.2,,5.5,266.0
"17:00:00,","우면산,",0.02,7.2,0.36,1.6,292.0
"17:00:00,","도곡동(강남수도),",0.05,,0.25,5.1,250.0
"17:00:00,","반포,",0.05,7.0,0.32,5.0,274.0
"17:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.6,246.0
"17:00:00,","반포동(자이A),",0.03,7.1,0.36,3.0,224.0
"17:00:00,","방배동(청두공원),",,,,,
"17:00:00,","내곡,",0.04,7.1,0.36,7.6,248.0
"17:00:00,","우면동(품질시험소),",0.04,7.3,0.27,6.9,243.0
"17:00:00,",,0.11,7.2,0.2,46.5,108.0
"17:00:00,","양재동(매헌초교),",0.12,7.2,0.32,,
"17:00:00,","삼성,",0.02,7.1,0.42,4.2,100.0
"17:00:00,","봉은,",0.05,7.0,0.37,6.0,254.0
"17:00:00,","수서,",0.02,7.1,0.35,4.2,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.6,254.0
"17:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,3.9,270.0
"18:00:00,","서초,",0.04,7.2,0.37,4.7,274.0
"18:00:00,",,0.05,7.3,0.35,4.0,248.0
"18:00:00,","일원,",0.04,7.2,0.4,5.5,266.0
"18:00:00,","우면산,",0.02,7.2,0.36,1.6,293.0
"18:00:00,","도곡동(강남수도),",0.05,7.2,0.25,4.8,250.0
"18:00:00,","반포,",0.05,7.0,0.31,5.0,273.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.33,4.7,246.0
"18:00:00,","반포동(자이A),",0.03,7.1,0.38,2.7,224.0
"18:00:00,","방배동(청두공원),",,,,,
"18:00:00,","내곡,",0.04,7.1,0.33,7.6,248.0
"18:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.5,244.0
"18:00:00,","논현동(논현초교),",,7.2,0.21,47.5,105.0
,"양재동(매헌초교),",0.11,7.2,0.32,5.0,234.0
"18:00:00,","삼성,",0.02,7.0,0.42,4.2,100.0
"18:00:00,","봉은,",0.05,7.0,0.38,6.0,254.0
"18:00:00,","수서,",0.02,7.0,0.35,,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,2.5,255.0
"18:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,3.8,271.0
"19:00:00,","서초,",0.04,7.2,0.37,4.6,275.0
"19:00:00,","방배,",0.05,7.3,0.36,4.0,248.0
"19:00:00,","일원,",0.04,7.2,0.45,5.5,267.0
"19:00:00,","우면산,",0.02,7.2,0.36,1.6,293.0
"19:00:00,","도곡동(강남수도),",0.05,7.2,0.23,4.6,249.0
"19:00:00,","반포,",0.05,7.0,0.31,5.0,273.0
"19:00:00,","내곡동(연간단가),",0.05,7.2,0.31,4.8,247.0
"19:00:00,","반포동(자이A),",0.03,7.0,0.41,2.3,225.0
"19:00:00,","방배동(청두공원),",,,,,
"19:00:00,",,0.04,7.1,0.36,7.6,248.0
"19:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.3,245.0
"19:00:00,","논현동(논현초교),",0.11,7.2,0.21,47.4,106.0
"19:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.8,238.0
"19:00:00,","삼성,",0.02,7.1,0.41,4.2,100.0
"19:00:00,","봉은,",0.05,7.0,0.38,6.1,254.0
