#date,checker,turbidity,ph,chlorine,temperature,conductivity
"02:00:00,","자곡동(자곡증압),",0.04,7.1,0.26,4.5,260.0
"02:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.7,273.0
"03:00:00,","서초,",0.04,7.1,0.4,5.6,284.0
"03:00:00,","방배,",0.05,7.2,0.34,5.9,254.0
"03:00:00,","일원,",0.05,7.1,0.37,7.4,270.0
"03:00:00,","우면산,",0.02,7.2,0.03,6.1,262.0
"03:00:00,","도곡동(강남수도),",0.05,7.1,0.26,5.8,254.0
"03:00:00,","반포,",0.05,6.9,0.37,6.4,284.0
"03:00:00,","내곡동(연간단가),",0.05,7.2,0.3,6.5,255.0
"03:00:00,","반포동(자이A),",0.03,7.0,0.43,4.6,226.0
"03:00:00,","방배동(청두공원),",,,,,
"03:00:00,","내곡,",0.04,7.0,0.32,8.4,263.0
"03:00:00,","우면동(품질시험소),",0.04,7.2,0.28,8.7,251.0
"03:00:00,","논현동(논현초교),",0.1,7.1,0.21,22.5,173.0
"03:00:00,",,0.11,7.1,0.32,7.1,243.0
"03:00:00,","삼성,",0.02,6.9,0.4,6.0,100.0
"03:00:00,","봉은,",0.05,7.1,0.41,7.5,253.0
"03:00:00,",,0.02,6.9,0.39,6.0,100.0
,"자곡동(자곡증압),",0.04,7.2,0.36,4.4,260.0
"03:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.7,274.0
"04:00:00,","서초,",0.04,7.1,0.4,5.5,285.0
"04:00:00,","방배,",0.05,7.2,0.34,5.9,254.0
"04:00:00,","일원,",0.07,7.1,0.35,7.4,271.0
"04:00:00,","우면산,",0.02,7.2,0.03,6.1,262.0
"04:00:00,","도곡동(강남수도),",0.05,7.1,0.28,5.7,255.0
"04:00:00,","반포,",0.05,7.0,0.42,6.4,283.0
"04:00:00,","내곡동(연간단가),",0.05,7.2,0.3,6.6,255.0
"04:00:00,","반포동(자이A),",0.03,7.0,0.42,4.7,226.0
"04:00:00,","방배동(청두공원),",,,,,
"04:00:00,","내곡,",0.04,7.0,0.33,8.2,263.0
"04:00:00,","우면동(품질시험소),",0.04,7.2,0.28,8.7,251.0
"04:00:00,","논현동(논현초교),",0.1,7.1,0.21,,137.0
,"양재동(매헌초교),",0.11,7.1,0.32,7.1,244.0
"04:00:00,","삼성,",0.02,6.9,0.4,6.0,100.0
"04:00:00,","봉은,",0.05,7.1,0.41,7.4,253.0
"04:00:00,","수서,",0.02,6.9,0.37,6.0,100.0
"04:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.3,259.0
"04:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.8,274.0
"05:00:00,","서초,",0.04,7.1,0.38,6.0,285.0
"05:00:00,","방배,",0.05,7.2,0.34,,254.0
"05:00:00,","일원,",0.05,7.1,0.33,7.5,269.0
"05:00:00,","우면산,",0.02,7.2,0.03,6.1,262.0
"05:00:00,","도곡동(강남수도),",0.05,7.1,0.28,5.7,255.0
"05:00:00,","반포,",0.05,7.0,0.45,6.4,283.0
"05:00:00,","내곡동(연간단가),",0.05,7.2,0.26,6.7,255.0
"05:00:00,","반포동(자이A),",0.04,7.0,0.41,4.8,226.0
"05:00:00,","방배동(청두공원),",,,,,
"05:00:00,","내곡,",0.04,7.0,0.34,8.4,263.0
"05:00:00,","우면동(품질시험소),",0.04,7.2,,8.7,251.0
"05:00:00,","논현동(논현초교),",0.09,7.1,0.21,,120.0
"05:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.1,244.0
"05:00:00,","삼성,",0.02,6.9,0.39,6.0,100.0
"05:00:00,","봉은,",0.05,,0.41,7.3,254.0
"05:00:00,","수서,",0.02,6.9,0.36,6.0,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.1,0.35,4.3,
"05:00:00,","삼성동(삼성증압),",0.04,7.2,,5.8,274.0
"06:00:00,","서초,",0.04,7.1,0.38,6.0,285.0
,"방배,",0.05,7.2,0.34,5.9,254.0
"06:00:00,","일원,",0.05,7.1,0.3,7.4,270.0
"06:00:00,","우면산,",0.03,7.1,0.03,6.2,262.0
"06:00:00,","도곡동(강남수도),",0.05,7.1,0.29,5.5,256.0
"06:00:00,","반포,",0.05,7.0,0.43,6.3,283.0
"06:00:00,","내곡동(연간단가),",0.05,7.1,0.26,6.7,255.0
"06:00:00,","반포동(자이A),",0.04,7.0,0.4,5.0,225.0
"06:00:00,","방배동(청두공원),",,,,,
"06:00:00,","내곡,",0.04,7.0,0.35,8.2,263.0
"06:00:00,","우면동(품질시험소),",0.04,7.2,0.26,8.8,251.0
"06:00:00,","논현동(논현초교),",0.1,7.2,0.21,48.1,115.0
"06:00:00,","양재동(매헌초교),",0.11,7.1,0.32,,245.0
"06:00:00,","삼성,",0.02,6.9,0.4,6.0,100.0
"06:00:00,","봉은,",0.05,7.1,0.41,7.2,254.0
"06:00:00,","수서,",0.02,6.9,0.36,6.0,100.0
"06:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,4.4,259.0
"06:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.8,275.0
"07:00:00,","서초,",0.04,7.1,0.38,6.1,284.0
"07:00:00,","방배,",0.05,7.2,0.34,6.0,254.0
"07:00:00,","일원,",0.07,7.1,0.28,,270.0
"07:00:00,","우면산,",0.02,7.1,0.03,6.2,262.0
"07:00:00,","도곡동(강남수도),",0.05,7.1,0.28,5.5,256.0
"07:00:00,","반포,",0.05,6.9,0.41,6.3,
"07:00:00,","내곡동(연간단가),",0.05,7.2,0.21,6.7,255.0
"07:00:00,","반포동(자이A),",0.04,,0.39,5.0,226.0
"07:00:00,","방배동(청두공원),",,,,,
,"내곡,",0.04,7.0,0.36,8.5,262.0
"07:00:00,","우면동(품질시험소),",0.04,7.2,,8.8,251.0
"07:00:00,","논현동(논현초교),",0.1,7.2,,49.1,111.0
,"양재동(매헌초교),",0.11,7.1,0.33,7.1,245.0
"07:00:00,","삼성,",0.02,6.9,0.4,5.9,
"07:00:00,","봉은,",0.05,7.1,,7.2,254.0
"07:00:00,","수서,",0.02,6.9,0.39,5.9,100.0
"07:00:00,","자곡동(자곡증압),",0.04,,0.33,4.5,259.0
"07:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.8,275.0
"08:00:00,","서초,",0.04,7.1,0.37,6.0,284.0
"08:00:00,","방배,",0.05,7.2,0.36,6.0,254.0
"08:00:00,","일원,",0.05,7.1,0.27,7.8,269.0
"08:00:00,","우면산,",0.02,7.1,0.03,6.2,263.0
"08:00:00,","도곡동(강남수도),",0.05,7.1,0.27,5.6,256.0
"08:00:00,","반포,",0.05,6.9,0.4,6.3,
"08:00:00,","내곡동(연간단가),",0.05,7.2,0.28,6.7,254.0
"08:00:00,","반포동(자이A),",0.04,7.0,0.39,5.1,226.0
,"방배동(청두공원),",,,,,
"08:00:00,","내곡,",0.04,7.0,0.38,8.3,263.0
"08:00:00,","우면동(품질시험소),",0.04,7.2,0.26,8.7,251.0
"08:00:00,","논현동(논현초교),",0.1,7.1,0.21,49.8,110.0
"08:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.9,244.0
"08:00:00,","삼성,",0.02,6.9,0.4,5.8,100.0
"08:00:00,","봉은,",0.05,7.1,0.4,7.2,254.0
"08:00:00,","수서,",0.02,6.9,,5.8,100.0
"08:00:00,","자곡동(자곡증압),",0.04,7.1,0.3,4.3,258.0
"08:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.7,275.0
"09:00:00,","서초,",0.04,7.1,0.37,6.1,284.0
"09:00:00,","방배,",0.05,7.2,0.37,6.0,254.0
"09:00:00,","일원,",0.07,7.1,0.33,,270.0
"09:00:00,","우면산,",,7.1,0.03,6.2,263.0
"09:00:00,","도곡동(강남수도),",0.05,7.1,0.26,5.9,256.0
"09:00:00,","반포,",0.05,6.9,0.39,6.4,284.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.8,
"09:00:00,","반포동(자이A),",0.04,7.0,0.37,5.2,226.0
,"방배동(청두공원),",,,,,
"09:00:00,","내곡,",0.04,7.0,0.36,8.4,262.0
,"우면동(품질시험소),",0.04,7.2,0.29,8.5,251.0
"09:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.0,112.0
"09:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.9,245.0
"09:00:00,","삼성,",0.02,6.9,0.4,,100.0
"09:00:00,","봉은,",0.05,7.1,0.4,7.3,255.0
"09:00:00,","수서,",0.02,6.9,0.38,5.8,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.1,0.29,4.4,257.0
"09:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.7,275.0
"10:00:00,","서초,",0.04,,0.38,6.1,284.0
"10:00:00,","방배,",0.05,7.2,0.36,6.0,254.0
"10:00:00,","일원,",0.06,7.1,0.46,7.2,272.0
"10:00:00,","우면산,",0.02,7.1,0.03,6.2,264.0
"10:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.4,257.0
"10:00:00,","반포,",0.05,7.0,0.38,6.3,285.0
"10:00:00,","내곡동(연간단가),",0.05,7.1,0.26,6.8,252.0
"10:00:00,","반포동(자이A),",0.04,7.0,0.36,5.4,225.0
"10:00:00,","방배동(청두공원),",,,,,
"10:00:00,","내곡,",0.04,7.0,0.37,8.5,263.0
"10:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.3,251.0
"10:00:00,","논현동(논현초교),",0.09,7.1,0.2,50.0,113.0
,"양재동(매헌초교),",0.11,7.1,0.32,7.0,245.0
"10:00:00,","삼성,",0.02,6.9,0.4,5.8,100.0
"10:00:00,","봉은,",0.05,7.1,0.41,7.3,256.0
"10:00:00,","수서,",0.02,6.9,0.37,5.8,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,4.6,260.0
"10:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.8,276.0
"11:00:00,","서초,",0.04,7.1,0.39,,284.0
"11:00:00,","방배,",0.05,7.2,0.36,6.0,254.0
"11:00:00,","일원,",0.07,7.1,0.48,7.2,274.0
"11:00:00,","우면산,",0.02,7.2,0.03,6.2,265.0
"11:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.6,256.0
"11:00:00,","반포,",0.05,7.0,0.38,6.4,284.0
"11:00:00,","내곡동(연간단가),",,7.2,0.3,,253.0
"11:00:00,",,0.04,7.0,0.37,5.1,225.0
,"방배동(청두공원),",,,,,
"11:00:00,","내곡,",0.04,7.0,0.36,8.4,262.0
"11:00:00,","우면동(품질시험소),",0.04,7.2,0.29,,251.0
"11:00:00,","논현동(논현초교),",0.1,7.2,0.2,50.1,110.0
"11:00:00,","양재동(매헌초교),",0.11,7.2,0.32,7.1,244.0
"11:00:00,","삼성,",0.02,6.9,0.4,5.8,100.0
"11:00:00,","봉은,",0.05,7.1,0.41,7.4,257.0
"11:00:00,","수서,",0.02,6.9,0.37,,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,,262.0
"11:00:00,","삼성동(삼성증압),",,7.2,0.35,5.9,276.0
"12:00:00,","서초,",0.04,7.1,0.39,6.1,285.0
"12:00:00,","방배,",0.05,7.2,0.36,6.1,255.0
"12:00:00,",,0.06,7.1,0.46,7.3,275.0
"12:00:00,","우면산,",0.02,7.2,0.03,,266.0
"12:00:00,","도곡동(강남수도),",0.05,7.1,0.22,6.7,256.0
,"반포,",0.05,7.0,0.37,6.4,
"12:00:00,","내곡동(연간단가),",0.05,7.2,0.37,6.8,254.0
"12:00:00,","반포동(자이A),",0.03,7.0,0.43,4.3,226.0
"12:00:00,",,,,,,
"12:00:00,","내곡,",0.04,7.0,0.35,8.6,262.0
"12:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.6,250.0
"12:00:00,",,0.1,7.2,0.21,50.1,
"12:00:00,","양재동(매헌초교),",0.11,7.2,0.33,7.3,244.0
"12:00:00,","삼성,",0.02,6.9,0.4,5.8,100.0
"12:00:00,","봉은,",0.05,7.1,0.41,7.5,259.0
"12:00:00,","수서,",0.02,6.9,0.37,5.8,
"12:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.8,262.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,6.2,278.0
"13:00:00,","서초,",0.04,7.1,0.4,6.3,284.0
"13:00:00,","방배,",0.05,7.2,0.37,6.1,255.0
"13:00:00,","일원,",0.06,7.1,0.42,7.3,274.0
"13:00:00,","우면산,",0.02,7.2,0.03,6.3,269.0
"13:00:00,","도곡동(강남수도),",0.05,7.1,0.22,7.0,257.0
"13:00:00,","반포,",0.05,7.0,0.36,6.4,284.0
"13:00:00,","내곡동(연간단가),",0.05,7.2,0.34,6.7,255.0
"13:00:00,","반포동(자이A),",0.03,7.0,0.44,4.3,227.0
"13:00:00,","방배동(청두공원),",,,,,
"13:00:00,","내곡,",0.04,7.0,0.37,8.3,262.0
"13:00:00,","우면동(품질시험소),",0.04,7.2,0.32,8.9,250.0
"13:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,109.0
"13:00:00,","양재동(매헌초교),",0.11,7.2,0.32,7.7,243.0
"13:00:00,","삼성,",0.02,6.9,,5.8,100.0
"13:00:00,","봉은,",0.05,7.1,0.41,7.5,261.0
"13:00:00,","수서,",0.02,6.9,0.36,5.9,100.0
"13:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,5.0,262.0
"13:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,6.6,281.0
"14:00:00,","서초,",0.04,7.1,0.4,6.3,285.0
"14:00:00,","방배,",0.05,7.2,,6.1,256.0
"14:00:00,","일원,",0.06,7.1,0.47,7.4,276.0
"14:00:00,","우면산,",0.02,7.3,0.03,6.3,270.0
"14:00:00,","도곡동(강남수도),",0.05,7.1,0.22,7.4,257.0
"14:00:00,","반포,",0.05,7.0,0.36,6.5,284.0
"14:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.8,256.0
"14:00:00,","반포동(자이A),",0.03,7.0,0.43,4.4,227.0
"14:00:00,","방배동(청두공원),",,,,,
"14:00:00,","내곡,",0.04,7.0,0.39,8.6,261.0
"14:00:00,","우면동(품질시험소),",0.04,7.2,0.32,8.9,251.0
"14:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,109.0
"14:00:00,","양재동(매헌초교),",0.11,7.2,0.32,8.0,241.0
"14:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"14:00:00,","봉은,",0.05,7.1,0.41,7.6,262.0
"14:00:00,","수서,",0.02,6.9,0.37,5.8,100.0
"14:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,4.9,264.0
"14:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,6.5,281.0
"15:00:00,","서초,",0.04,7.1,0.4,6.3,285.0
"15:00:00,",,0.05,7.2,0.37,6.1,256.0
"15:00:00,",,,7.1,,7.2,278.0
"15:00:00,","우면산,",0.02,7.3,0.03,6.3,
"15:00:00,","도곡동(강남수도),",0.05,7.1,0.24,7.2,257.0
"15:00:00,","반포,",0.05,7.0,0.35,6.4,285.0
"15:00:00,","내곡동(연간단가),",,7.2,0.32,6.8,258.0
"15:00:00,","반포동(자이A),",0.03,7.0,0.42,4.5,227.0
"15:00:00,","방배동(청두공원),",,,,,
,"내곡,",0.04,7.0,0.39,8.3,262.0
"15:00:00,","우면동(품질시험소),",0.04,7.2,0.3,9.0,250.0
"15:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,110.0
"15:00:00,",,0.11,7.2,0.32,8.4,240.0
"15:00:00,","삼성,",0.02,6.9,0.41,,100.0
"15:00:00,","봉은,",0.05,,0.42,7.7,261.0
"15:00:00,","수서,",0.02,6.9,0.38,5.8,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,,267.0
"15:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,6.4,284.0
"16:00:00,","서초,",0.04,7.1,0.4,6.2,286.0
"16:00:00,","방배,",0.05,7.2,0.37,6.2,257.0
"16:00:00,","일원,",0.06,7.1,0.44,7.3,273.0
"16:00:00,","우면산,",0.02,7.3,0.03,6.3,270.0
"16:00:00,","도곡동(강남수도),",0.05,7.1,0.26,7.4,260.0
"16:00:00,","반포,",0.05,7.0,0.35,6.4,285.0
"16:00:00,","내곡동(연간단가),",0.05,7.2,0.36,6.9,
"16:00:00,",,0.03,7.0,0.41,4.6,227.0
"16:00:00,","방배동(청두공원),",,,,,
"16:00:00,","내곡,",0.04,7.0,0.39,8.5,261.0
"16:00:00,","우면동(품질시험소),",0.04,7.2,0.32,9.1,251.0
"16:00:00,","논현동(논현초교),",0.11,7.1,0.21,50.1,110.0
"16:00:00,","양재동(매헌초교),",0.11,,,8.5,239.0
"16:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"16:00:00,","봉은,",0.05,7.1,0.42,7.7,260.0
"16:00:00,","수서,",0.02,6.9,0.39,5.8,100.0
"16:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,4.7,267.0
"16:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,6.4,284.0
"17:00:00,","서초,",0.04,7.1,0.4,6.4,286.0
"17:00:00,",,0.05,7.2,0.38,6.2,258.0
"17:00:00,","일원,",0.06,7.1,0.51,7.2,274.0
"17:00:00,","우면산,",0.02,7.3,0.03,6.3,268.0
"17:00:00,","도곡동(강남수도),",0.05,7.1,0.27,7.0,262.0
"17:00:00,","반포,",0.05,7.0,0.35,6.5,285.0
"17:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.7,260.0
"17:00:00,","반포동(자이A),",0.03,7.0,0.41,4.8,226.0
"17:00:00,","방배동(청두공원),",,,,,
"17:00:00,","내곡,",0.04,7.0,0.43,8.4,262.0
"17:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.8,251.0
"17:00:00,","논현동(논현초교),",0.11,7.1,0.21,50.1,110.0
"17:00:00,","양재동(매헌초교),",0.11,7.1,0.32,8.1,242.0
"17:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"17:00:00,","봉은,",0.05,7.1,0.41,7.8,258.0
"17:00:00,","수서,",0.02,6.9,0.41,5.8,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.6,265.0
"17:00:00,",,0.04,7.2,0.36,6.2,284.0
"18:00:00,","서초,",0.04,7.1,0.4,6.2,288.0
"18:00:00,","방배,",0.05,7.2,0.37,6.1,259.0
,"일원,",0.08,7.1,0.49,7.2,273.0
"18:00:00,","우면산,",0.02,7.3,0.03,,266.0
"18:00:00,","도곡동(강남수도),",0.05,7.1,0.26,6.8,263.0
"18:00:00,","반포,",0.05,,0.34,6.5,286.0
"18:00:00,",,0.05,7.2,0.33,6.8,260.0
"18:00:00,","반포동(자이A),",0.03,7.0,0.4,4.9,226.0
"18:00:00,","방배동(청두공원),",,,,,
"18:00:00,","내곡,",0.04,7.0,0.41,8.4,261.0
"18:00:00,","우면동(품질시험소),",0.04,7.2,0.31,9.0,
"18:00:00,","논현동(논현초교),",0.11,7.1,0.21,,111.0
"18:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.8,246.0
"18:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"18:00:00,","봉은,",0.05,7.1,0.41,7.8,256.0
"18:00:00,","수서,",0.02,6.9,0.42,5.8,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.5,265.0
"18:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,6.2,282.0
"19:00:00,","서초,",0.04,7.1,0.4,6.4,289.0
"19:00:00,","방배,",0.05,7.2,0.37,6.1,260.0
"19:00:00,","일원,",0.05,7.1,0.43,7.3,272.0
"19:00:00,","우면산,",,,,6.2,
"19:00:00,","도곡동(강남수도),",0.05,7.1,0.26,6.5,261.0
"19:00:00,","반포,",0.05,7.0,0.33,6.5,286.0
"19:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.8,260.0
"19:00:00,","반포동(자이A),",0.03,7.0,0.39,5.1,226.0
"19:00:00,","방배동(청두공원),",,,,,
"19:00:00,","내곡,",0.04,7.0,0.41,8.5,263.0
"19:00:00,","우면동(품질시험소),",0.04,,0.28,9.1,252.0
"19:00:00,","논현동(논현초교),",,7.1,0.21,50.1,113.0
"19:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.7,247.0
"19:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"19:00:00,","봉은,",0.05,7.1,0.41,7.8,254.0
"19:00:00,","수서,",0.02,6.9,0.41,5.8,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.5,264.0
"19:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,6.1,280.0
"20:00:00,","서초,",0.04,7.1,0.4,6.2,291.0
"20:00:00,","방배,",0.05,7.2,0.36,,260.0
"20:00:00,","일원,",0.05,7.1,0.39,7.3,271.0
"20:00:00,","우면산,",,,,,
"20:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.3,259.0
"20:00:00,","반포,",0.05,7.0,0.34,6.6,288.0
"20:00:00,","내곡동(연간단가),",,7.2,0.3,6.9,259.0
"20:00:00,","반포동(자이A),",0.03,7.1,0.36,5.2,226.0
"20:00:00,","방배동(청두공원),",,,,,
"20:00:00,","내곡,",0.04,7.0,0.39,8.3,263.0
"20:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.9,252.0
"20:00:00,","논현동(논현초교),",0.1,7.1,0.2,50.1,115.0
"20:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.5,246.0
"20:00:00,","삼성,",0.02,6.9,0.41,5.8,100.0
"20:00:00,","봉은,",0.05,7.1,0.4,7.9,252.0
"20:00:00,","수서,",0.02,6.9,0.4,5.8,100.0
"20:00:00,","자곡동(자곡증압),",0.04,7.2,,4.4,262.0
"20:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,6.0,
,"서초,",0.04,7.1,0.41,6.3,291.0
"21:00:00,","방배,",0.05,7.2,0.36,6.1,261.0
"21:00:00,","일원,",0.06,7.1,0.38,7.3,271.0
"21:00:00,","우면산,",,,,,
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.2,261.0
"21:00:00,","반포,",,7.0,0.32,6.6,288.0
"21:00:00,","내곡동(연간단가),",0.05,7.2,0.34,6.9,258.0
"21:00:00,","반포동(자이A),",0.04,7.1,0.42,4.5,230.0
"21:00:00,","방배동(청두공원),",,,,,
"21:00:00,","내곡,",0.04,7.0,0.39,8.5,263.0
"21:00:00,","우면동(품질시험소),",0.04,7.2,,8.7,253.0
"21:00:00,","논현동(논현초교),",0.1,7.1,0.21,50.1,113.0
"21:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.2,246.0
"21:00:00,","삼성,",0.02,7.0,0.4,5.8,100.0
"21:00:00,","봉은,",0.05,7.1,0.4,7.9,252.0
"21:00:00,","수서,",0.02,7.0,,5.8,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,4.3,261.0
"21:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,6.0,277.0
"22:00:00,","서초,",0.04,7.1,0.41,6.1,292.0
"22:00:00,","방배,",0.05,7.2,0.34,6.1,260.0
"22:00:00,","일원,",0.07,7.1,0.31,7.2,274.0
"22:00:00,","우면산,",,,,,
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.2,260.0
"22:00:00,","반포,",0.05,7.0,0.32,6.5,289.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.35,,258.0
"22:00:00,","반포동(자이A),",0.04,7.0,0.45,4.3,231.0
"22:00:00,","방배동(청두공원),",,,,,
"22:00:00,","내곡,",0.04,7.0,0.39,8.3,264.0
"22:00:00,","우면동(품질시험소),",0.04,7.2,0.33,8.5,255.0
"22:00:00,","논현동(논현초교),",0.11,7.1,0.21,50.1,110.0
"22:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.1,247.0
"22:00:00,","삼성,",,7.0,0.4,5.8,
"22:00:00,","봉은,",0.05,,,7.9,251.0
"22:00:00,","수서,",0.02,7.0,0.4,5.8,100.0
"22:00:00,","자곡동(자곡증압),",0.04,7.2,0.34,4.2,260.0
"22:00:00,",,0.04,7.2,0.35,5.9,275.0
"23:00:00,","서초,",0.04,7.1,0.41,6.3,
"23:00:00,","방배,",0.05,7.2,0.35,6.1,262.0
"23:00:00,","일원,",0.05,7.1,0.31,7.4,271.0
"23:00:00,","우면산,",,,,,
"23:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.0,261.0
"23:00:00,","반포,",0.05,7.0,0.32,6.6,290.0
"23:00:00,","내곡동(연간단가),",0.05,7.2,0.32,6.8,257.0
"23:00:00,","반포동(자이A),",0.03,7.0,0.45,4.4,231.0
"23:00:00,","방배동(청두공원),",,,,,
"23:00:00,","내곡,",0.04,7.0,0.42,8.5,264.0
"23:00:00,","우면동(품질시험소),",0.04,7.2,0.32,8.4,257.0
"23:00:00,",,0.11,7.1,0.21,50.1,111.0
"23:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.0,247.0
"23:00:00,","삼성,",0.02,7.0,0.4,5.8,100.0
"23:00:00,","봉은,",0.05,7.1,0.39,7.9,250.0
"23:00:00,","수서,",0.02,7.0,0.41,5.8,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,4.3,260.0
"23:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.9,274.0
"00:00:00,","서초,",0.04,7.1,0.41,6.0,291.0
"00:00:00,","방배,",0.05,7.2,0.36,6.1,263.0
"00:00:00,","일원,",0.07,7.1,0.31,7.5,272.0
"00:00:00,","우면산,",,,,,
"00:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.1,261.0
"00:00:00,","반포,",,7.0,0.33,6.6,290.0
"00:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.8,256.0
"00:00:00,","반포동(자이A),",0.03,7.0,0.44,4.5,231.0
"00:00:00,",,,,,,
"00:00:00,","내곡,",0.04,7.0,0.38,8.4,265.0
"00:00:00,","우면동(품질시험소),",0.04,7.2,0.33,8.3,258.0
"00:00:00,","논현동(논현초교),",0.09,7.1,0.21,50.1,114.0
"00:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.8,248.0
"00:00:00,","삼성,",0.02,7.0,0.4,5.8,100.0
,"봉은,",0.05,7.1,0.39,7.9,250.0
"00:00:00,","수서,",0.02,7.0,0.43,5.8,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.2,0.27,4.3,260.0
"00:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.8,274.0
"01:00:00,","서초,",0.04,7.1,0.41,6.1,289.0
"01:00:00,","방배,",0.05,7.2,0.35,6.1,263.0
"01:00:00,","일원,",0.06,7.1,0.34,7.2,271.0
"01:00:00,","우면산,",,,,,
"01:00:00,","도곡동(강남수도),",0.05,7.1,0.2,7.2,261.0
"01:00:00,","반포,",0.05,7.0,0.34,6.5,291.0
"01:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.7,256.0
"01:00:00,","반포동(자이A),",0.03,7.0,0.43,4.7,231.0
"01:00:00,","방배동(청두공원),",,,,,
"01:00:00,","내곡,",0.04,7.0,0.36,8.4,263.0
"01:00:00,","우면동(품질시험소),",0.04,7.2,0.34,8.3,259.0
"01:00:00,","논현동(논현초교),",0.1,7.2,0.21,50.1,113.0
"01:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.8,247.0
"01:00:00,","삼성,",0.02,7.0,0.4,5.8,100.0
"01:00:00,","봉은,",0.05,7.1,0.4,7.8,
"01:00:00,","수서,",0.02,7.0,0.44,5.8,100.0
"01:00:00,","자곡동(자곡증압),",,7.2,0.28,4.2,259.0
"01:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.7,272.0
